39.99885, 40.01793, 5.03356
39.99934, 40.01840, 5.03546
39.99968, 40.01885, 5.03607
40.00017, 40.01942, 5.03770
40.00046, 40.01954, 5.03907
40.00050, 40.01908, 5.03928
40.00081, 40.01818, 5.04055
40.00114, 40.01622, 5.04109
40.00137, 40.01265, 5.04136
40.00156, 40.00812, 5.04202
40.00160, 40.00013, 5.04273
40.00161, 39.98987, 5.04390
40.00182, 39.96265, 5.04744
40.00179, 39.94312, 5.04876
40.00179, 39.94312, 5.04876
40.00172, 39.91816, 5.04969
40.00152, 39.86033, 5.05011
40.00149, 39.82583, 5.04945
40.00152, 39.75096, 5.04740
40.00156, 39.69947, 5.04560
40.00162, 39.65659, 5.04422
40.00123, 39.55160, 5.04074
40.00100, 39.49375, 5.03908
40.00076, 39.42727, 5.03778
40.00060, 39.37650, 5.03731
40.00027, 39.24874, 5.03544
40.00007, 39.18249, 5.03499
39.99970, 39.11878, 5.03415
39.99970, 39.11878, 5.03415
39.99807, 38.99017, 5.03261
39.99718, 38.91724, 5.03213
39.99584, 38.78106, 5.02982
39.99504, 38.71665, 5.02847
39.99335, 38.64557, 5.02730
39.99075, 38.50015, 5.02487
39.98972, 38.42850, 5.02377
39.98877, 38.36513, 5.02307
39.98640, 38.28322, 5.02250
39.98462, 38.21218, 5.02197
39.98294, 38.13781, 5.02142
39.97960, 37.98330, 5.02126
39.97738, 37.90673, 5.02099
39.97503, 37.82316, 5.02060
39.97042, 37.66144, 5.02053
39.96863, 37.58868, 5.02030
39.96446, 37.42127, 5.01863
39.96217, 37.33904, 5.01745
39.96057, 37.25993, 5.01598
39.95826, 37.16784, 5.01434
39.95660, 37.08811, 5.01336
39.95512, 37.01244, 5.01289
39.95512, 37.01244, 5.01289
39.95258, 36.91937, 5.01253
39.95024, 36.83163, 5.01269
39.94579, 36.65523, 5.01440
39.94417, 36.57556, 5.01536
39.93926, 36.39403, 5.01774
39.93724, 36.30273, 5.01883
39.93546, 36.21301, 5.02002
39.93393, 36.12735, 5.02134
39.93227, 36.03786, 5.02280
39.92929, 35.93857, 5.02537
39.92729, 35.84995, 5.02733
39.92562, 35.75630, 5.02926
39.92257, 35.57420, 5.03478
39.91897, 35.38164, 5.03906
39.91751, 35.28841, 5.04118
39.91630, 35.19450, 5.04329
39.91532, 35.10147, 5.04517
39.91458, 35.00922, 5.04675
39.91259, 34.91556, 5.04857
39.91095, 34.81518, 5.05014
39.90961, 34.71504, 5.05177
39.90798, 34.53443, 5.05443
39.90672, 34.43244, 5.05726
39.90429, 34.22723, 5.06034
39.90347, 34.12685, 5.06177
39.90239, 34.02890, 5.06485
39.90168, 33.93522, 5.06671
39.90000, 33.82419, 5.06960
39.89921, 33.71907, 5.07100
39.89858, 33.61866, 5.07237
39.89809, 33.52287, 5.07364
39.89752, 33.41984, 5.07574
39.89552, 33.21697, 5.07736
39.89452, 33.11692, 5.07801
39.89356, 32.99967, 5.07900
39.89271, 32.89939, 5.08043
39.89221, 32.78891, 5.08004
39.89138, 32.68332, 5.08007
39.89065, 32.58761, 5.08046
39.89038, 32.47870, 5.07993
39.88965, 32.26797, 5.08081
39.88934, 32.16817, 5.07912
39.88878, 32.05923, 5.07806
39.88816, 31.85874, 5.07587
39.88859, 31.65232, 5.07194
39.88832, 31.42868, 5.06718
39.88835, 31.32017, 5.06499
39.88845, 31.21721, 5.06328
39.88845, 31.21721, 5.06328
39.88873, 31.11388, 5.06170
39.88903, 30.89698, 5.05967
39.88905, 30.79665, 5.05932
39.88972, 30.55611, 5.05902
39.89045, 30.46448, 5.05796
39.89063, 30.34838, 5.05729
39.89074, 30.22752, 5.05679
39.89116, 30.12401, 5.05590
39.89186, 30.01448, 5.05466
39.89315, 29.79805, 5.05266
39.89345, 29.68212, 5.05165
39.89371, 29.57990, 5.05103
39.89439, 29.46497, 5.04998
39.89507, 29.35906, 5.04902
39.89649, 29.14131, 5.04688
39.89672, 29.02551, 5.04585
39.89731, 28.79682, 5.04438
39.89847, 28.57375, 5.04340
39.89959, 28.34553, 5.04209
39.90010, 28.23289, 5.04226
39.90096, 28.12849, 5.04203
39.90198, 28.02314, 5.04170
39.90265, 27.90096, 5.04196
39.90339, 27.77951, 5.04224
39.90555, 27.55326, 5.04110
39.90666, 27.44634, 5.04059
39.90753, 27.34090, 5.04037
39.90930, 27.11261, 5.03960
39.91021, 26.99328, 5.03944
39.91238, 26.76466, 5.03734
39.91304, 26.65231, 5.03662
39.91388, 26.53367, 5.03572
39.91561, 26.30553, 5.03424
39.91663, 26.18982, 5.03338
39.91885, 25.82962, 5.03138
39.91963, 25.72368, 5.03036
39.92062, 25.60920, 5.02911
39.92062, 25.60920, 5.02911
39.92162, 25.48221, 5.02764
39.92242, 25.37171, 5.02649
39.92437, 25.14356, 5.02418
39.92547, 25.02865, 5.02317
39.92645, 24.92596, 5.02248
39.92773, 24.78522, 5.02122
39.93012, 24.54288, 5.01901
39.93134, 24.43198, 5.01787
39.93398, 24.19534, 5.01534
39.93523, 24.07331, 5.01426
39.93523, 24.07331, 5.01426
39.93766, 23.84275, 5.01243
39.93766, 23.84275, 5.01243
39.93875, 23.74179, 5.01173
39.93998, 23.62517, 5.01120
39.94228, 23.40805, 5.01067
39.94348, 23.29299, 5.01035
39.94581, 23.06947, 5.00839
39.94691, 22.96140, 5.00727
39.94826, 22.83770, 5.00604
39.94945, 22.72488, 5.00496
39.95045, 22.62825, 5.00390
39.95168, 22.50390, 5.00264
39.95276, 22.39268, 5.00161
39.95390, 22.27264, 5.00063
39.95508, 22.15426, 4.99972
39.95609, 22.04548, 4.99903
39.95724, 21.91162, 4.99844
39.95809, 21.81049, 4.99810
39.95904, 21.70244, 4.99791
39.96021, 21.57362, 4.99783
39.96125, 21.46296, 4.99779
39.96362, 21.22861, 4.99744
39.96593, 20.98700, 4.99714
39.96688, 20.87898, 4.99708
39.96780, 20.77105, 4.99711
39.96883, 20.64487, 4.99705
39.96971, 20.53569, 4.99707
39.97073, 20.41322, 4.99688
39.97157, 20.30448, 4.99673
39.97253, 20.18112, 4.99657
39.97319, 20.07008, 4.99647
39.97370, 19.96410, 4.99631
39.97433, 19.83309, 4.99581
39.97486, 19.72248, 4.99525
39.97537, 19.60336, 4.99453
39.97584, 19.48552, 4.99387
39.97632, 19.37193, 4.99343
39.97725, 19.14272, 4.99358
39.97769, 19.02765, 4.99160
39.97812, 18.90886, 4.98990
39.97853, 18.80633, 4.98847
39.97896, 18.69073, 4.98703
39.97937, 18.56836, 4.98538
39.97971, 18.46477, 4.98373
39.98036, 18.22754, 4.97972
39.98036, 18.22754, 4.97972
39.98079, 18.11414, 4.97714
39.98167, 17.88680, 4.97418
39.98211, 17.78078, 4.97275
39.98244, 17.68577, 4.97197
39.98289, 17.56565, 4.97108
39.98349, 17.45286, 4.97082
39.98400, 17.35627, 4.97084
39.98540, 17.13575, 4.97064
39.98591, 17.01675, 4.97077
39.98658, 16.92022, 4.97076
39.98724, 16.81608, 4.97089
39.98823, 16.70150, 4.97049
39.98983, 16.49310, 4.97025
39.99037, 16.39367, 4.97060
39.99151, 16.27557, 4.97083
39.99243, 16.17646, 4.97124
39.99344, 16.05758, 4.97197
39.99399, 15.97280, 4.97266
39.99466, 15.86092, 4.97368
39.99541, 15.76175, 4.97450
39.99625, 15.65898, 4.97523
39.99713, 15.54917, 4.97598
39.99757, 15.45531, 4.97649
39.99757, 15.45531, 4.97649
39.99866, 15.24669, 4.97749
39.99933, 15.13959, 4.97799
40.00086, 14.94601, 4.97860
40.00141, 14.85403, 4.97906
40.00188, 14.75361, 4.97960
40.00245, 14.65281, 4.98012
40.00371, 14.54257, 4.98082
40.00526, 14.34234, 4.98240
40.00650, 14.14942, 4.98427
40.00713, 14.05720, 4.98526
40.00872, 13.86088, 4.98756
40.00958, 13.75732, 4.98915
40.00958, 13.75732, 4.98915
40.01019, 13.66213, 4.99042
40.01074, 13.56866, 4.99160
40.01275, 13.36844, 4.99376
40.01343, 13.27386, 4.99461
40.01402, 13.18552, 4.99533
40.01468, 13.09303, 4.99605
40.01559, 12.99800, 4.99664
40.01658, 12.89884, 4.99749
40.01750, 12.81180, 4.99847
40.01854, 12.70150, 4.99988
40.01929, 12.61370, 5.00117
40.01991, 12.51453, 5.00268
40.02119, 12.41952, 5.00459
40.02278, 12.23513, 5.00692
40.02362, 12.13539, 5.00809
40.02416, 12.03253, 5.00874
40.02493, 11.93616, 5.00943
40.02576, 11.85917, 5.01013
40.02646, 11.76422, 5.01048
40.02705, 11.67098, 5.01065
40.02772, 11.57190, 5.01070
40.02850, 11.47649, 5.01067
40.02850, 11.47649, 5.01067
40.02923, 11.38237, 5.01065
40.02986, 11.28691, 5.01053
40.03040, 11.18737, 5.01035
40.03090, 11.09933, 5.00978
40.03142, 11.00415, 5.00941
40.03258, 10.82183, 5.00935
40.03303, 10.72342, 5.00937
40.03303, 10.72342, 5.00937
40.03343, 10.63379, 5.00940
40.03385, 10.53128, 5.00966
40.03424, 10.44047, 5.00965
40.03476, 10.35723, 5.00933
40.03555, 10.15670, 5.00896
40.03578, 10.05825, 5.00870
40.03632, 9.87876, 5.00835
40.03685, 9.78353, 5.00814
40.03716, 9.69630, 5.00798
40.03742, 9.59353, 5.00783
40.03786, 9.41636, 5.00764
40.03861, 9.31145, 5.00756
40.03911, 9.23054, 5.00719
40.03979, 9.03623, 5.00608
40.04001, 8.94141, 5.00570
40.04030, 8.85282, 5.00559
40.04104, 8.66171, 5.00585
40.04129, 8.56513, 5.00600
40.04181, 8.37796, 5.00682
40.04207, 8.28999, 5.00734
40.04239, 8.18612, 5.00831
40.04248, 8.09871, 5.00894
40.04271, 8.00276, 5.01014
40.04284, 7.81887, 5.01196
40.04305, 7.72508, 5.01287
40.04315, 7.62945, 5.01365
40.04324, 7.44181, 5.01532
40.04331, 7.34775, 5.01632
40.04340, 7.25522, 5.01634
40.04341, 7.16027, 5.01611
40.04351, 7.06519, 5.01568
40.04354, 6.97225, 5.01519
40.04360, 6.88316, 5.01472
40.04351, 6.78232, 5.01425
40.04343, 6.68855, 5.01399
40.04338, 6.59959, 5.01383
40.04329, 6.50047, 5.01370
40.04319, 6.40194, 5.01372
40.04311, 6.31512, 5.01383
40.04311, 6.21694, 5.01342
40.04307, 6.02830, 5.01191
40.04305, 5.93401, 5.01135
40.04301, 5.83691, 5.01102
40.04291, 5.74972, 5.01093
40.04272, 5.65633, 5.01084
40.04253, 5.56660, 5.01092
40.04227, 5.46138, 5.01099
40.04202, 5.38119, 5.01116
40.04167, 5.27829, 5.01161
40.04115, 5.17224, 5.01230
40.04058, 5.08562, 5.01294
40.04002, 4.99216, 5.01368
40.03938, 4.89338, 5.01453
40.03938, 4.89338, 5.01453
40.03883, 4.79954, 5.01458
40.03821, 4.70373, 5.01476
40.03754, 4.61011, 5.01510
40.03685, 4.51136, 5.01557
40.03545, 4.32014, 5.01751
40.03484, 4.23212, 5.01854
40.03420, 4.13156, 5.01961
40.03361, 4.03200, 5.02074
40.03304, 3.93452, 5.02163
40.03262, 3.85962, 5.02191
40.03203, 3.76585, 5.02278
40.03148, 3.66704, 5.02330
40.03098, 3.57521, 5.02325
40.02975, 3.37393, 5.02281
40.02885, 3.28667, 5.02263
40.02885, 3.28667, 5.02263
40.02792, 3.19601, 5.02202
40.02698, 3.10462, 5.02157
40.02579, 3.01231, 5.02143
40.02341, 2.82278, 5.02162
40.02252, 2.74150, 5.02186
40.02042, 2.55618, 5.02283
40.01845, 2.36779, 5.02355
40.01728, 2.27480, 5.02417
40.01634, 2.18274, 5.02462
40.01539, 2.08535, 5.02500
40.01539, 2.08535, 5.02500
40.01447, 1.99784, 5.02514
40.01350, 1.89912, 5.02506
40.01246, 1.82081, 5.02525
40.01123, 1.72235, 5.02533
40.01005, 1.62580, 5.02572
40.00889, 1.52887, 5.02630
40.00782, 1.44800, 5.02718
40.00666, 1.34347, 5.02782
40.00527, 1.24361, 5.02878
40.00441, 1.16788, 5.02916
40.00320, 1.06503, 5.02989
40.00227, 0.96815, 5.03033
40.00227, 0.96815, 5.03033
40.00137, 0.87801, 5.03086
40.00013, 0.77659, 5.03178
39.99927, 0.68417, 5.03196
39.99807, 0.59272, 5.03292
39.99712, 0.50814, 5.03353
39.99607, 0.40578, 5.03437
39.99502, 0.30532, 5.03516
39.99414, 0.21622, 5.03578
39.99327, 0.11948, 5.03631
39.99095, -0.16603, 5.03778
39.99027, -0.25317, 5.03796
39.98958, -0.36036, 5.03766
39.98901, -0.45008, 5.03769
39.98845, -0.55643, 5.03771
39.98795, -0.65619, 5.03762
39.98768, -0.74628, 5.03688
39.98725, -0.84840, 5.03640
39.98692, -0.95288, 5.03580
39.98670, -1.04681, 5.03513
39.98650, -1.13786, 5.03483
39.98632, -1.24276, 5.03444
39.98588, -1.33287, 5.03429
39.98551, -1.42094, 5.03356
39.98551, -1.42094, 5.03356
39.98506, -1.51171, 5.03288
39.98467, -1.60655, 5.03223
39.98395, -1.80139, 5.03100
39.98366, -1.90622, 5.03041
39.98313, -1.99970, 5.02982
39.98249, -2.09961, 5.02961
39.98206, -2.19493, 5.02923
39.98151, -2.29264, 5.02865
39.98086, -2.38456, 5.02783
39.98027, -2.48114, 5.02717
39.97962, -2.58204, 5.02664
39.97914, -2.68803, 5.02580
39.97865, -2.78106, 5.02538
39.97802, -2.96843, 5.02460
39.97729, -3.06814, 5.02438
39.97665, -3.16147, 5.02262
39.97589, -3.26845, 5.01889
39.97589, -3.26845, 5.01889
39.97532, -3.36382, 5.01625
39.97440, -3.46051, 5.01325
39.97351, -3.55835, 5.01090
39.97183, -3.75391, 5.00628
39.97119, -3.84435, 5.00479
39.97061, -3.93691, 5.00346
39.97013, -4.03349, 5.00242
39.96960, -4.14032, 5.00147
39.96908, -4.23944, 5.00083
39.96865, -4.33737, 5.00044
39.96828, -4.41793, 5.00025
39.96785, -4.51675, 5.00034
39.96754, -4.62123, 5.00050
39.96655, -4.90108, 5.00212
39.96632, -4.99141, 5.00295
39.96619, -5.10204, 5.00395
39.96592, -5.20320, 5.00510
39.96568, -5.28691, 5.00587
39.96544, -5.38374, 5.00668
39.96520, -5.48782, 5.00750
39.96497, -5.57811, 5.00833
39.96473, -5.68053, 5.00912
39.96450, -5.77776, 5.01003
39.96411, -5.88058, 5.01118
39.96368, -5.96860, 5.01217
39.96334, -6.07232, 5.01272
39.96303, -6.15788, 5.01332
39.96238, -6.36482, 5.01425
39.96206, -6.46283, 5.01501
39.96186, -6.55119, 5.01567
39.96170, -6.65014, 5.01631
39.96153, -6.73734, 5.01711
39.96120, -6.83236, 5.01837
39.96098, -6.92587, 5.01924
39.96083, -7.03091, 5.01997
39.96070, -7.12193, 5.02110
39.96066, -7.22116, 5.02183
39.96066, -7.22116, 5.02183
39.96063, -7.31610, 5.02256
39.96063, -7.41857, 5.02359
39.96081, -7.61081, 5.02499
39.96092, -7.71191, 5.02553
39.96164, -8.00206, 5.02614
39.96198, -8.09832, 5.02616
39.96229, -8.19519, 5.02593
39.96257, -8.28605, 5.02561
39.96287, -8.36739, 5.02528
39.96318, -8.47803, 5.02470
39.96349, -8.56854, 5.02415
39.96349, -8.56854, 5.02415
39.96380, -8.67063, 5.02327
39.96406, -8.76774, 5.02227
39.96437, -8.87035, 5.02104
39.96464, -8.96146, 5.02005
39.96539, -9.15572, 5.01767
39.96539, -9.15572, 5.01767
39.96581, -9.26048, 5.01633
39.96613, -9.35751, 5.01530
39.96644, -9.45384, 5.01437
39.96689, -9.55884, 5.01344
39.96742, -9.74295, 5.01178
39.96742, -9.74295, 5.01178
39.96742, -9.74295, 5.01178
39.96770, -9.85179, 5.01086
39.96829, -10.03564, 5.00933
39.96854, -10.12520, 5.00855
39.96884, -10.21841, 5.00705
39.96931, -10.32121, 5.00495
39.96985, -10.42557, 5.00306
39.97029, -10.52412, 5.00188
39.97085, -10.60529, 5.00103
39.97294, -10.81332, 4.99973
39.97385, -10.90851, 4.99930
39.97491, -11.01554, 4.99901
39.97620, -11.11655, 4.99901
39.97620, -11.11655, 4.99901
39.97710, -11.20457, 4.99906
39.97848, -11.31268, 4.99945
39.97956, -11.40614, 4.99954
39.98058, -11.49063, 4.99966
39.98162, -11.59389, 4.99983
39.98266, -11.69386, 4.99993
39.98357, -11.78175, 5.00025
39.98466, -11.87534, 5.00062
39.98588, -11.98736, 5.00088
39.98655, -12.06108, 5.00062
39.98655, -12.06108, 5.00062
39.98789, -12.25922, 4.99996
39.98789, -12.25922, 4.99996
39.98859, -12.36044, 4.99975
39.99000, -12.56494, 4.99827
